timestamp,machine_id,machine_type,vibration_rms,temperature_motor,current_phase_avg,pressure_level,rpm,operating_mode,hours_since_maintenance,ambient_temp,rul_hours,failure_within_24h,failure_type,estimated_repair_cost
2024-01-05 17:57:02,6,Pump,2.1,56.09,12.76,116.3,1247.2,normal,34.72,11.7,41.82,0,none,0
2024-01-05 18:21:02,6,Pump,1.9,60.36,12.79,87.3,1277.2,normal,35.12,9.2,41.42,0,none,0
2024-01-05 18:28:02,6,Pump,1.76,51.43,12.37,82.0,1299.3,normal,35.23,17.3,41.3,0,none,0
2024-01-05 18:39:02,6,Pump,2.15,67.3,11.43,116.9,1339.0,normal,35.42,14.7,41.12,0,none,0
2024-01-05 18:49:02,6,Pump,0.52,39.14,3.94,17.0,565.4,idle,35.58,13.8,40.95,0,none,0
2024-01-05 18:58:02,6,Pump,0.61,36.0,3.61,18.3,519.8,idle,35.73,9.6,40.8,0,none,0
2024-01-05 19:13:02,6,Pump,0.61,39.84,3.64,15.9,556.2,idle,35.98,11.0,40.55,0,none,0
2024-01-05 19:25:02,6,Pump,,43.21,3.88,18.2,500.3,idle,36.18,10.1,40.35,0,none,0
2024-01-05 19:52:02,6,Pump,2.16,62.5,11.21,114.5,1203.0,normal,36.63,13.7,39.9,0,none,0
2024-01-05 20:01:02,6,Pump,0.51,40.26,3.37,24.6,562.6,idle,36.78,12.6,39.75,0,none,0
2024-01-05 20:06:02,6,Pump,2.79,70.96,15.65,149.3,1822.1,peak,36.87,14.8,39.67,0,none,0
2024-01-05 20:08:02,6,Pump,1.78,58.28,11.87,127.3,1340.4,normal,36.9,14.5,39.63,0,none,0
2024-01-05 20:33:02,6,Pump,1.98,59.82,11.28,89.6,1335.1,normal,37.32,17.4,39.22,0,none,0
2024-01-05 21:01:02,6,Pump,2.05,49.36,12.14,126.6,1251.8,normal,37.78,9.7,38.75,0,none,0
2024-01-05 21:06:02,6,Pump,1.79,66.67,11.92,99.7,1240.1,normal,37.87,15.3,38.67,0,none,0
2024-01-05 21:22:02,6,Pump,2.15,64.45,11.81,79.6,1267.0,normal,38.13,17.3,38.4,0,none,0
2024-01-05 21:32:02,6,Pump,1.79,48.28,11.79,83.2,1343.6,normal,38.3,10.1,38.23,0,none,0
2024-01-05 22:00:02,6,Pump,1.72,54.23,11.33,113.8,1211.8,normal,38.77,10.8,37.77,0,none,0
2024-01-05 22:30:02,6,Pump,0.61,42.73,3.97,22.0,507.0,idle,39.27,16.9,37.27,0,none,0
2024-01-05 22:48:02,6,Pump,0.52,42.32,3.45,19.5,568.4,idle,39.57,10.6,36.97,0,none,0
2024-01-05 23:17:02,6,Pump,0.66,43.47,3.9,21.2,552.1,idle,40.05,16.9,36.48,0,none,0
2024-01-05 23:34:02,6,Pump,0.57,44.98,3.5,20.9,519.7,idle,40.33,13.0,36.2,0,none,0
2024-01-05 23:56:02,6,Pump,1.76,58.05,11.71,108.3,1283.8,normal,40.7,16.7,35.83,0,none,0
2024-01-06 00:24:02,6,Pump,0.61,36.23,3.61,23.1,522.1,idle,41.17,14.9,35.37,0,none,0
2024-01-06 00:39:02,6,Pump,0.59,,3.9,21.6,507.0,idle,41.42,16.8,35.12,0,none,0
2024-01-06 01:07:02,6,Pump,0.67,43.32,3.83,19.7,553.0,idle,41.88,17.0,34.65,0,none,0
2024-01-06 01:23:02,6,Pump,0.6,42.37,3.92,23.9,531.8,idle,42.15,13.8,34.38,0,none,0
2024-01-06 01:37:02,6,Pump,0.67,36.01,3.37,20.5,545.6,idle,42.38,12.1,34.15,0,none,0
2024-01-06 01:45:02,6,Pump,0.53,39.72,3.37,21.0,559.9,idle,42.52,9.1,34.02,0,none,0
2024-01-06 01:48:02,6,Pump,0.65,38.78,4.0,21.6,557.1,idle,42.57,8.5,33.97,0,none,0
2024-01-06 02:14:02,6,Pump,0.63,44.89,3.87,20.2,525.7,idle,43.0,11.6,33.53,0,none,0
2024-01-06 02:20:02,6,Pump,0.64,40.9,3.74,18.4,530.0,idle,43.1,17.3,33.43,0,none,0
2024-01-06 02:24:02,6,Pump,0.61,43.39,3.83,16.2,517.2,idle,43.17,17.4,33.37,0,none,0
2024-01-06 02:36:02,6,Pump,0.51,35.08,3.46,23.0,563.3,idle,43.37,14.6,33.17,0,none,0
2024-01-06 02:39:02,6,Pump,0.58,40.63,3.79,24.5,563.9,idle,43.42,17.2,33.12,0,none,0
2024-01-06 02:56:02,6,Pump,1.73,50.71,11.1,110.1,1306.6,normal,43.7,9.8,32.83,0,none,0
2024-01-06 03:02:02,6,Pump,0.56,43.54,3.62,25.0,500.0,idle,43.8,9.9,32.73,0,none,0
2024-01-06 03:18:02,6,Pump,0.52,38.02,3.32,,503.7,idle,44.07,17.5,32.47,0,none,0
2024-01-06 03:23:02,6,Pump,0.65,35.53,3.48,23.4,566.6,idle,44.15,14.0,32.38,0,none,0
2024-01-06 03:32:02,6,Pump,1.91,67.31,,99.6,1320.4,normal,44.3,14.9,32.23,0,none,0
2024-01-06 03:37:02,6,Pump,0.56,37.66,3.76,18.9,509.5,idle,44.38,10.2,32.15,0,none,0
2024-01-06 03:51:02,6,Pump,0.51,42.88,3.77,19.1,562.7,idle,44.62,14.3,31.92,0,none,0
2024-01-06 03:55:02,6,Pump,0.58,,3.94,23.4,535.8,idle,44.68,9.6,31.85,0,none,0
2024-01-06 03:58:02,6,Pump,0.64,39.14,3.75,17.6,530.4,idle,44.73,10.0,31.8,0,none,0
2024-01-06 04:19:02,6,Pump,0.54,35.38,3.71,23.6,501.8,idle,45.08,15.1,31.45,0,none,0
2024-01-06 04:37:02,6,Pump,0.54,39.6,,16.7,504.0,idle,45.38,9.8,31.15,0,none,0
2024-01-06 05:02:02,6,Pump,0.6,43.19,3.32,18.5,546.5,idle,45.8,14.4,30.73,0,none,0
2024-01-06 05:22:02,6,Pump,0.53,37.36,3.67,24.5,520.1,idle,46.13,16.6,30.4,0,none,0
2024-01-06 05:49:02,6,Pump,0.6,39.0,3.93,15.7,539.6,idle,46.58,9.3,29.95,0,none,0
2024-01-06 06:02:02,6,Pump,2.91,84.82,16.4,149.5,1811.8,peak,46.8,11.5,29.73,0,none,0
2024-01-06 06:32:02,6,Pump,0.57,41.04,3.82,23.2,529.2,idle,47.3,14.8,29.23,0,none,0
2024-01-06 06:41:02,6,Pump,2.06,66.07,12.84,114.6,1295.5,normal,47.45,9.5,29.08,0,none,0
2024-01-06 07:05:02,6,Pump,0.61,36.83,3.39,19.9,511.2,idle,47.85,12.4,28.68,0,none,0
2024-01-06 07:29:02,6,Pump,1.99,59.85,12.05,79.9,1208.7,normal,48.25,16.9,28.28,0,none,0
2024-01-06 07:50:02,6,Pump,1.76,48.53,,95.9,1243.8,normal,48.6,8.0,27.93,0,none,0
2024-01-06 08:03:02,6,Pump,0.51,41.35,3.76,16.8,564.4,idle,48.82,14.9,27.72,0,none,0
2024-01-06 08:31:02,6,Pump,0.66,37.3,3.64,19.6,524.4,idle,49.28,16.3,27.25,0,none,0
2024-01-06 08:58:02,6,Pump,2.11,47.51,11.83,100.3,1270.3,normal,49.73,9.3,26.8,0,none,0
2024-01-06 09:13:02,6,Pump,2.13,50.02,11.21,,1226.1,normal,49.98,13.1,26.55,0,none,0
2024-01-06 09:16:02,6,Pump,1.74,54.81,11.44,96.8,1239.0,normal,50.03,8.9,26.5,0,none,0
2024-01-06 09:19:02,6,Pump,1.75,57.89,11.05,128.2,1251.2,normal,50.08,12.6,26.45,0,none,0
2024-01-06 09:37:02,6,Pump,2.05,,11.56,116.9,1324.9,normal,50.38,14.1,26.15,0,none,0
2024-01-06 10:04:02,6,Pump,2.54,84.89,15.04,145.4,1867.0,peak,50.83,15.6,25.7,0,none,0
2024-01-06 10:31:02,6,Pump,1.8,61.06,12.71,127.9,1271.1,normal,51.28,16.5,25.25,0,none,0
2024-01-06 10:45:02,6,Pump,2.19,54.47,11.44,104.7,1297.5,normal,51.52,8.1,25.02,0,none,0
2024-01-06 10:50:02,6,Pump,1.93,58.04,,105.3,1342.9,normal,51.6,9.0,24.93,0,none,0
2024-01-06 11:12:02,6,Pump,0.6,37.53,3.83,18.4,557.1,idle,51.97,16.2,24.57,0,none,0
2024-01-06 11:31:02,6,Pump,1.73,52.64,11.19,82.4,1298.8,normal,52.28,17.6,24.25,0,none,0
2024-01-06 11:54:02,6,Pump,1.89,65.04,12.03,93.4,1308.1,normal,52.67,17.6,23.87,0,none,0
2024-01-06 12:18:02,6,Pump,2.01,63.39,12.29,86.7,1300.5,normal,53.07,16.6,23.47,0,none,0
2024-01-06 12:41:02,6,Pump,0.58,39.63,3.95,,542.8,idle,53.45,14.3,23.08,0,none,0
2024-01-06 13:05:02,6,Pump,0.57,35.95,3.62,21.0,528.5,idle,53.85,13.3,22.68,0,none,0
2024-01-06 13:15:02,6,Pump,0.58,43.2,3.32,18.0,556.8,idle,54.02,12.8,22.52,0,none,0
2024-01-06 13:27:02,6,Pump,2.16,54.48,12.78,88.3,1233.2,normal,54.22,10.6,22.32,0,none,0
2024-01-06 13:33:02,6,Pump,2.12,65.77,11.45,81.1,1213.5,normal,54.32,17.7,22.22,0,none,0
2024-01-06 13:41:02,6,Pump,2.56,81.42,16.02,151.4,1837.6,peak,54.45,17.8,22.08,0,none,0
2024-01-06 13:47:02,6,Pump,2.93,,16.39,163.2,1782.0,peak,54.55,17.2,21.98,0,none,0
2024-01-06 14:05:02,6,Pump,2.12,61.05,11.03,90.0,1290.9,normal,54.85,9.1,21.68,0,none,0
2024-01-06 14:26:02,6,Pump,1.95,57.14,11.46,113.1,1240.0,normal,55.2,18.0,21.33,0,none,0
2024-01-06 14:39:02,6,Pump,1.89,53.49,12.34,82.7,1230.8,normal,55.42,14.7,21.12,0,none,0
2024-01-06 15:04:02,6,Pump,1.8,47.49,11.42,109.6,1309.8,normal,55.83,15.2,20.7,0,none,0
2024-01-06 15:27:02,6,Pump,2.8,77.13,15.1,164.0,1775.2,peak,56.22,14.3,20.32,0,none,0
2024-01-06 15:34:02,6,Pump,2.03,66.0,12.4,89.3,1247.4,normal,56.33,17.6,20.2,0,none,0
2024-01-06 15:48:02,6,Pump,1.72,59.09,12.23,115.7,1201.7,normal,56.57,9.8,19.97,0,none,0
2024-01-06 16:18:02,6,Pump,2.11,61.99,11.28,96.1,1295.8,normal,57.07,17.9,19.47,0,none,0
2024-01-06 16:26:02,6,Pump,1.95,47.65,11.17,118.6,1223.4,normal,57.2,8.5,19.33,0,none,0
2024-01-06 16:40:02,6,Pump,1.79,64.11,12.22,109.5,1271.9,normal,57.43,17.0,19.1,0,none,0
2024-01-06 17:07:02,6,Pump,0.61,,3.98,17.2,515.0,idle,57.88,16.6,18.65,0,none,0
2024-01-06 17:16:02,6,Pump,1.73,60.14,12.1,83.8,1254.7,normal,58.03,14.5,18.5,0,none,0
2024-01-06 17:35:02,6,Pump,1.79,52.62,12.9,113.5,1201.1,normal,58.35,12.0,18.18,0,none,0
2024-01-06 18:02:02,6,Pump,1.83,45.24,12.43,102.4,1349.1,normal,58.8,9.0,17.73,0,none,0
2024-01-06 18:11:02,6,Pump,2.07,56.91,12.61,114.7,1236.6,normal,58.95,14.7,17.58,0,none,0
2024-01-06 18:20:02,6,Pump,0.61,40.56,3.62,16.8,515.6,idle,59.1,17.5,17.43,0,none,0
2024-01-06 18:46:02,6,Pump,1.84,45.24,12.83,113.7,1303.4,normal,59.53,13.6,17.0,0,none,0
2024-01-06 18:52:02,6,Pump,1.99,60.85,12.96,98.0,1306.9,normal,59.63,14.6,16.9,0,none,0
2024-01-06 19:01:02,6,Pump,0.57,43.54,3.9,24.0,500.4,idle,59.78,9.7,16.75,0,none,0
2024-01-06 19:24:02,6,Pump,1.85,48.08,11.91,103.8,1238.4,normal,60.17,15.8,16.37,0,none,0
2024-01-06 19:47:02,6,Pump,2.06,51.2,12.71,87.2,1255.1,normal,60.55,13.7,15.98,0,none,0
2024-01-06 20:12:02,6,Pump,2.01,58.92,11.16,122.0,1289.7,normal,60.97,11.7,15.57,0,none,0
2024-01-06 20:16:02,6,Pump,2.13,64.96,12.09,125.4,1327.3,normal,61.03,10.8,15.5,0,none,0
2024-01-06 20:33:02,6,Pump,2.18,64.56,12.64,102.4,1231.8,normal,61.32,11.2,15.22,0,none,0
2024-01-06 20:53:02,6,Pump,2.16,61.62,11.56,95.7,1302.9,normal,61.65,9.7,14.88,0,none,0
2024-01-06 21:15:02,6,Pump,0.6,35.81,3.4,22.5,523.0,idle,62.02,11.7,14.52,0,none,0
2024-01-06 21:30:02,6,Pump,2.7,81.5,16.5,144.2,1764.8,peak,62.27,10.7,14.27,0,none,0
2024-01-06 21:34:02,6,Pump,2.0,62.06,11.3,97.3,1330.5,normal,62.33,17.2,14.2,0,none,0
2024-01-06 21:46:02,6,Pump,2.17,55.44,11.16,91.4,1235.0,normal,62.53,10.7,14.0,0,none,0
2024-01-06 22:06:02,6,Pump,1.82,56.36,12.17,84.4,1333.4,normal,62.87,8.9,13.67,0,none,0
2024-01-06 22:31:02,6,Pump,0.62,40.97,3.99,21.3,565.0,idle,63.28,17.8,13.25,0,none,0
2024-01-06 22:51:02,6,Pump,0.56,37.4,3.66,20.1,515.9,idle,63.62,13.5,12.92,0,none,0
2024-01-06 23:04:02,6,Pump,0.64,35.3,3.78,19.6,548.2,idle,63.83,8.6,12.7,0,none,0
2024-01-06 23:31:02,6,Pump,0.6,44.77,3.53,24.8,504.6,idle,64.28,9.4,12.25,0,none,0
2024-01-06 23:41:02,6,Pump,0.64,39.54,3.88,22.9,556.0,idle,64.45,17.8,12.08,0,none,0
2024-01-07 00:04:02,6,Pump,0.52,43.22,3.45,15.3,515.2,idle,64.83,14.2,11.7,0,none,0
2024-01-07 00:26:02,6,Pump,0.6,42.42,3.45,16.1,545.2,idle,65.2,9.4,11.33,0,none,0
2024-01-07 00:49:02,6,Pump,0.7,41.01,3.78,20.6,554.8,idle,65.58,11.1,10.95,0,none,0
2024-01-07 00:57:02,6,Pump,0.7,40.44,3.59,23.6,567.9,idle,65.72,15.5,10.82,0,none,0
2024-01-07 01:12:02,6,Pump,1.76,58.3,12.58,105.7,1261.4,normal,65.97,14.2,10.57,0,none,0
2024-01-07 01:28:02,6,Pump,0.63,37.7,3.54,24.9,544.5,idle,66.23,14.5,10.3,0,none,0
2024-01-07 01:42:02,6,Pump,0.67,43.08,3.76,23.4,520.1,idle,66.47,17.5,10.07,0,none,0
2024-01-07 01:59:02,6,Pump,0.63,40.91,3.74,16.7,519.4,idle,66.75,9.6,9.78,0,none,0
2024-01-07 02:16:02,6,Pump,1.84,58.84,12.95,127.6,1234.1,normal,67.03,10.3,9.5,0,none,0
2024-01-07 02:43:02,6,Pump,0.56,35.36,3.58,23.4,564.1,idle,67.48,15.7,9.05,0,none,0
2024-01-07 02:49:02,6,Pump,0.55,37.66,3.45,18.5,556.3,idle,67.58,11.9,8.95,0,none,0
2024-01-07 03:15:02,6,Pump,0.63,42.86,3.71,17.6,516.0,idle,68.02,17.6,8.52,0,none,0
2024-01-07 03:39:02,6,Pump,0.5,42.81,3.89,,505.2,idle,68.42,13.3,8.12,0,none,0
2024-01-07 04:00:02,6,Pump,0.65,35.46,3.37,19.4,533.3,idle,68.77,13.4,7.77,0,none,0
2024-01-07 04:13:02,6,Pump,0.66,41.8,3.41,17.3,520.0,idle,68.98,14.4,7.55,0,none,0
2024-01-07 04:21:02,6,Pump,1.76,51.62,12.46,90.5,1325.3,normal,69.12,14.8,7.42,0,none,0
2024-01-07 04:51:02,6,Pump,1.93,52.43,11.82,114.9,1277.5,normal,69.62,14.9,6.92,0,none,0
2024-01-07 04:59:02,6,Pump,0.5,44.22,3.35,24.4,502.0,idle,69.75,8.9,6.78,0,none,0
2024-01-07 05:25:02,6,Pump,0.65,40.35,3.65,15.7,516.7,idle,70.18,11.1,6.35,0,none,0
2024-01-07 05:27:02,6,Pump,2.09,65.5,12.06,96.4,1209.0,normal,70.22,14.7,6.32,0,none,0
2024-01-07 05:54:02,6,Pump,0.64,,3.34,21.7,534.0,idle,70.67,11.3,5.87,0,none,0
2024-01-07 06:03:02,6,Pump,1.71,47.55,12.4,81.3,1329.9,normal,70.82,8.5,5.72,0,none,0
2024-01-07 06:08:02,6,Pump,1.86,47.04,12.52,105.3,1246.0,normal,70.9,11.5,5.63,0,none,0
2024-01-07 06:10:02,6,Pump,0.58,35.21,3.76,18.7,550.0,idle,70.93,12.9,5.6,0,none,0
2024-01-07 06:24:02,6,Pump,2.01,59.98,12.59,110.8,1262.8,normal,71.17,10.8,5.37,0,none,0
2024-01-07 06:46:02,6,Pump,1.89,47.75,12.56,117.6,1236.9,normal,71.53,17.2,5.0,0,none,0
2024-01-07 07:03:02,6,Pump,2.13,58.55,11.96,78.9,1257.4,normal,71.82,8.5,4.72,0,none,0
2024-01-07 07:09:02,6,Pump,2.02,47.06,11.92,129.7,1307.5,normal,71.92,13.6,4.62,0,none,0
2024-01-07 07:23:02,6,Pump,1.97,57.26,11.09,127.8,1339.2,normal,72.15,13.4,4.38,0,none,0
2024-01-07 07:49:02,6,Pump,2.04,47.28,11.42,87.6,1277.9,normal,72.58,12.0,3.95,0,none,0
2024-01-07 08:09:02,6,Pump,1.8,61.0,12.09,78.9,1311.6,normal,72.92,12.5,3.62,0,none,0
2024-01-07 08:20:02,6,Pump,,43.25,3.55,18.4,500.8,idle,73.1,8.9,3.43,0,none,0
2024-01-07 08:48:02,6,Pump,2.19,59.08,11.85,83.0,1304.9,normal,73.57,16.9,2.97,0,none,0
2024-01-07 09:03:02,6,Pump,0.56,44.88,3.97,22.4,568.0,idle,73.82,8.3,2.72,0,none,0
2024-01-07 09:32:02,6,Pump,1.75,51.44,11.51,81.7,1345.8,normal,74.3,8.2,2.23,0,none,0
2024-01-07 09:41:02,6,Pump,3.47,64.7,12.54,97.5,1202.8,normal,74.45,15.0,2.08,0,none,0
2024-01-07 09:58:02,6,Pump,1.7,49.69,11.99,101.8,,normal,74.73,13.9,1.8,0,none,0
2024-01-07 10:12:02,6,Pump,2.86,75.66,15.32,160.0,1799.9,peak,74.97,13.7,1.57,0,none,0
2024-01-07 10:33:02,6,Pump,1.84,62.58,12.87,125.6,1220.6,normal,75.32,12.6,1.22,0,none,0
2024-01-07 10:37:02,6,Pump,1.95,47.14,12.92,89.2,1229.6,normal,75.38,14.3,1.15,0,none,0
2024-01-07 10:59:02,6,Pump,2.14,67.26,12.4,84.3,1272.9,normal,75.75,13.7,0.78,0,none,0
2024-01-07 11:13:02,6,Pump,2.11,58.17,,,,normal,75.98,10.1,0.55,0,none,0
2024-01-07 11:37:02,6,Pump,1.96,61.23,11.75,105.7,1346.6,normal,76.38,12.7,0.5,0,none,0
2024-01-07 11:39:02,6,Pump,1.86,60.52,11.35,84.3,1317.5,normal,76.42,11.5,0.5,0,none,0
2024-01-07 11:46:02,6,Pump,2.12,60.37,11.32,90.5,1336.7,normal,76.53,12.6,0.5,0,none,0
2024-01-07 12:09:02,6,Pump,1.84,63.83,11.57,,1337.2,normal,76.92,11.0,0.5,0,none,0
2024-01-07 12:13:02,6,Pump,0.51,42.7,3.42,,532.2,idle,76.98,14.1,0.5,0,none,0
2024-01-07 12:31:02,6,Pump,1.99,52.49,12.15,86.9,1203.3,normal,77.28,13.6,0.5,0,none,0
2024-01-07 12:51:02,6,Pump,0.61,40.17,3.78,21.5,562.8,idle,77.62,14.1,0.5,0,none,0
2024-01-07 13:04:02,6,Pump,2.68,70.13,16.26,156.9,1828.2,peak,77.83,12.1,0.5,0,none,0
2024-01-07 13:19:02,6,Pump,2.04,,11.3,112.6,1236.8,normal,78.08,17.7,0.5,0,none,0
2024-01-07 13:45:02,6,Pump,,56.31,11.95,109.1,1204.4,normal,78.52,17.0,0.5,0,none,0
2024-01-07 13:56:02,6,Pump,0.7,42.16,3.6,16.9,505.6,idle,78.7,11.1,0.5,0,none,0
2024-01-07 14:06:02,6,Pump,0.63,38.17,3.46,18.8,541.5,idle,78.87,15.9,0.5,0,none,0
2024-01-07 14:17:02,6,Pump,2.04,59.84,12.73,89.4,1295.5,normal,79.05,12.0,0.5,0,none,0
2024-01-07 14:38:02,6,Pump,1.75,57.6,12.17,89.2,1258.8,normal,79.4,15.5,0.5,0,none,0
2024-01-07 14:47:02,6,Pump,0.67,36.48,3.6,24.3,535.3,idle,79.55,17.4,0.5,0,none,0
2024-01-07 14:57:02,6,Pump,2.06,64.02,11.41,89.3,1313.8,normal,79.72,12.5,0.5,0,none,0
2024-01-07 15:06:02,6,Pump,2.08,46.38,11.64,98.7,1324.4,normal,79.87,10.7,0.5,0,none,0
2024-01-07 15:21:02,6,Pump,1.91,66.3,12.99,118.6,1300.0,normal,80.12,13.3,0.5,0,none,0
2024-01-07 15:44:02,6,Pump,0.58,35.67,3.7,18.6,524.6,idle,80.5,15.0,0.5,0,none,0
2024-01-07 15:51:02,6,Pump,2.04,55.66,12.5,98.7,1222.6,normal,80.62,8.5,0.5,0,none,0
2024-01-07 16:03:02,6,Pump,1.93,66.87,12.6,88.7,1258.7,normal,80.82,9.3,0.5,0,none,0
2024-01-07 16:28:02,6,Pump,2.16,,11.51,91.6,1285.6,normal,81.23,17.4,0.5,0,none,0
2024-01-07 16:48:02,6,Pump,0.58,35.8,3.74,16.0,542.5,idle,81.57,13.3,0.5,0,none,0
2024-01-07 17:14:02,6,Pump,0.6,39.94,3.35,21.4,530.2,idle,82.0,13.8,0.5,0,none,0
2024-01-07 17:24:02,6,Pump,1.91,58.72,12.21,78.8,1218.8,normal,82.17,9.6,0.5,0,none,0
2024-01-07 17:26:02,6,Pump,2.54,80.17,16.15,158.9,1861.1,peak,82.2,15.6,0.5,0,none,0
2024-01-07 17:42:02,6,Pump,2.13,53.67,11.69,121.2,1235.6,normal,82.47,14.9,0.5,0,none,0
2024-01-07 17:47:02,6,Pump,0.59,36.94,,19.1,514.9,idle,82.55,15.6,0.5,0,none,0
2024-01-07 18:04:02,6,Pump,2.05,50.63,12.89,97.1,1299.7,normal,82.83,17.0,0.5,0,none,0
2024-01-07 18:22:02,6,Pump,1.87,63.57,12.79,119.0,1327.3,normal,83.13,10.9,0.5,0,none,0
2024-01-07 18:46:02,6,Pump,0.52,44.24,3.74,23.7,547.9,idle,83.53,11.7,0.5,0,none,0
2024-01-07 19:03:02,6,Pump,0.54,41.1,3.36,22.0,528.6,idle,83.82,9.3,0.5,0,none,0
2024-01-07 19:29:02,6,Pump,1.78,67.52,12.8,,1318.3,normal,84.25,10.4,0.5,0,none,0
2024-01-07 19:32:02,6,Pump,2.05,60.07,11.21,124.8,1332.2,normal,84.3,13.7,0.5,0,none,0
2024-01-07 20:01:02,6,Pump,2.07,66.33,12.11,101.3,1345.2,normal,84.78,17.3,0.5,0,none,0
2024-01-07 20:07:02,6,Pump,,41.41,3.56,21.4,550.4,idle,84.88,10.2,0.5,0,none,0
2024-01-07 20:10:02,6,Pump,0.62,40.15,3.51,,563.6,idle,84.93,9.4,0.5,0,none,0
2024-01-07 20:35:02,6,Pump,0.5,36.34,3.38,24.2,546.4,idle,85.35,9.1,0.5,0,none,0
2024-01-07 21:01:02,6,Pump,2.18,58.4,11.92,119.2,1224.1,normal,85.78,15.3,0.5,0,none,0
2024-01-07 21:17:02,6,Pump,1.89,55.72,11.6,97.3,1211.7,normal,86.05,11.9,0.5,0,none,0
2024-01-07 21:30:02,6,Pump,1.8,52.72,12.59,87.5,1252.0,normal,86.27,13.9,0.5,0,none,0
2024-01-07 21:38:02,6,Pump,1.73,57.81,12.22,,1322.9,normal,86.4,11.4,0.5,0,none,0
2024-01-07 22:01:02,6,Pump,0.56,36.37,,24.7,,idle,86.78,17.6,0.5,0,none,0
2024-01-07 22:20:02,6,Pump,1.72,48.15,11.97,88.8,1320.5,normal,87.1,17.7,0.5,0,none,0
2024-01-07 22:24:02,6,Pump,1.99,59.09,11.93,91.3,1288.4,normal,87.17,14.1,0.5,0,none,0
2024-01-07 22:28:02,6,Pump,0.64,38.71,,23.4,510.4,idle,87.23,11.6,0.5,0,none,0
2024-01-07 22:39:02,6,Pump,0.61,38.48,3.79,15.2,546.9,idle,87.42,15.0,0.5,0,none,0
2024-01-07 22:53:02,6,Pump,0.52,35.65,3.81,21.4,562.6,idle,87.65,8.8,0.5,0,none,0
2024-01-07 23:02:02,6,Pump,1.96,57.19,12.41,94.8,1205.5,normal,87.8,13.5,0.5,0,none,0
2024-01-07 23:05:02,6,Pump,1.82,50.47,11.67,127.1,1320.7,normal,87.85,11.0,0.5,0,none,0
2024-01-07 23:12:02,6,Pump,0.69,44.99,3.6,17.3,539.2,idle,87.97,12.1,0.5,0,none,0
2024-01-07 23:35:02,6,Pump,0.68,39.66,3.65,16.3,529.4,idle,88.35,8.3,0.5,0,none,0
2024-01-07 23:44:02,6,Pump,0.58,38.52,3.92,15.6,568.0,idle,88.5,12.6,0.5,0,none,0
2024-01-07 23:51:02,6,Pump,0.5,44.46,3.68,22.0,513.1,idle,88.62,10.1,0.5,0,none,0
2024-01-07 23:56:02,6,Pump,0.63,43.82,3.4,16.3,521.3,idle,88.7,10.3,0.5,0,none,0
2024-01-08 00:12:02,6,Pump,0.53,36.11,3.77,17.1,546.7,idle,88.97,12.2,0.5,0,none,0
2024-01-08 00:37:02,6,Pump,0.67,41.52,3.38,20.7,527.5,idle,89.38,16.0,0.5,0,none,0
2024-01-08 00:51:02,6,Pump,0.57,38.19,3.95,22.4,509.4,idle,89.62,13.4,0.5,0,none,0
2024-01-08 00:53:02,6,Pump,0.6,38.18,3.98,,522.4,idle,89.65,15.9,0.5,0,none,0
2024-01-08 01:15:02,6,Pump,0.57,40.99,3.64,17.1,546.2,idle,90.02,15.1,0.5,0,none,0
2024-01-08 01:21:02,6,Pump,0.57,41.54,3.57,22.0,546.8,idle,90.12,10.8,0.5,0,none,0
2024-01-08 01:47:02,6,Pump,0.6,42.05,3.62,16.2,512.8,idle,90.55,8.5,0.5,0,none,0
2024-01-08 02:17:02,6,Pump,0.55,35.63,3.8,18.7,506.6,idle,91.05,8.9,0.5,0,none,0
2024-01-08 02:40:02,6,Pump,2.11,60.72,11.9,90.9,1222.8,normal,91.43,12.4,0.5,0,none,0
2024-01-08 02:51:02,6,Pump,0.59,43.85,3.43,20.7,567.3,idle,91.62,10.6,0.5,0,none,0
2024-01-08 02:54:02,6,Pump,0.63,39.4,3.8,23.2,541.3,idle,91.67,16.4,0.5,0,none,0
2024-01-08 02:57:02,6,Pump,0.67,40.15,3.88,24.5,535.1,idle,91.72,13.4,0.5,0,none,0
2024-01-08 03:24:02,6,Pump,0.62,41.09,3.85,,501.9,idle,92.17,17.5,0.5,0,none,0
2024-01-08 03:31:02,6,Pump,0.65,42.84,3.79,22.1,502.9,idle,92.28,13.6,0.5,0,none,0
2024-01-08 03:41:02,6,Pump,0.59,43.18,3.95,17.3,540.5,idle,92.45,11.4,0.5,0,none,0
2024-01-08 03:57:02,6,Pump,0.66,42.52,3.73,15.2,550.7,idle,92.72,15.3,0.5,0,none,0
2024-01-08 04:23:02,6,Pump,2.09,61.63,12.53,100.4,1349.1,normal,93.15,9.6,0.5,0,none,0
2024-01-08 04:31:02,6,Pump,0.65,40.79,,24.1,557.0,idle,93.28,17.9,0.5,0,none,0
2024-01-08 04:52:02,6,Pump,0.61,40.27,3.53,17.5,535.9,idle,93.63,8.1,0.5,0,none,0
2024-01-08 04:54:02,6,Pump,0.62,37.45,3.95,20.6,536.9,idle,93.67,12.0,0.5,0,none,0
2024-01-08 04:59:02,6,Pump,0.59,35.58,3.92,18.2,545.0,idle,93.75,16.8,0.5,0,none,0
2024-01-08 05:08:02,6,Pump,0.62,40.84,3.67,16.8,519.6,idle,93.9,10.0,0.5,0,none,0
